date,avoid_ambulance_mobilized_on_road
4:39:40,0.9198
4:39:50,0.9202
4:40:00,0.9206
4:40:10,0.9209
4:40:20,0.9213
4:40:30,0.9217
4:40:40,0.922
4:40:50,0.9224
4:41:00,0.9185
4:41:10,0.9147
4:41:20,0.9109
4:41:30,0.9113
4:41:40,0.9117
4:41:50,0.9121
4:42:00,0.9125
4:42:10,0.9129
4:42:20,0.9133
4:42:30,0.9136
4:42:40,0.914
4:42:50,0.9104
4:43:00,0.9068
4:43:10,0.9032
4:43:20,0.8996
4:43:30,0.8961
4:43:40,0.8926
