date,locals_warned_when_risk_imminent,dusty_environment,sd_dusty_environment,echo,sd_echo,depth_broken,sd_depth_broken,ultrasound_broken,sd_ultrasound_broken,noisy_image,sd_noisy_image,voice_down,sd_voice_down
2017-06-30 07:54:04.4210430,1,0.1,0.0948683298050514,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:05.4220350,1,0.0714285714285714,0.0688302936899594,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:06.4240000,1,0.0714285714285714,0.0688302936899594,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:07.4241230,1,0.0714285714285714,0.0688302936899594,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:08.4249940,1,0.0666666666666667,0.0644061188719531,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:09.4271190,1,0.0625,0.0605153647844909,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:10.4266680,1,0.0625,0.0605153647844909,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:11.4280690,1,0.0588235294117647,0.0570672058909019,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:12.4295120,1,0.0588235294117647,0.0570672058909019,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:13.4297300,1,0.0555555555555556,0.0539902953226417,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:14.4309060,1,0.0555555555555556,0.0539902953226417,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:15.4314550,1,0.0526315789473684,0.0512278171991882,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:16.4321930,1,0.0526315789473684,0.0512278171991882,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:17.4339790,1,0.0526315789473684,0.0512278171991882,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:18.4347220,1,0.0526315789473684,0.0512278171991882,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:19.4355380,1,0.05,0.0487339717240448,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:20.4374130,1,0.05,0.0487339717240448,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:21.4377490,1,0.05,0.0487339717240448,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:22.4384370,1,0.05,0.0487339717240448,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:23.4400790,1,0.05,0.0487339717240448,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:24.4421940,1,0.05,0.0487339717240448,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:25.4412070,1,0.0434782608695652,0.0425225779932022,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:26.4421160,1,0.0434782608695652,0.0425225779932022,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:27.4429810,1,0.0434782608695652,0.0425225779932022,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:28.4445820,1,0.0416666666666667,0.04078937543219,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:29.4461420,1,0.0416666666666667,0.04078937543219,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:30.4476420,1,0.0416666666666667,0.04078937543219,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:31.4483110,1,0.0416666666666667,0.04078937543219,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:32.4491110,1,0.0416666666666667,0.04078937543219,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:33.4547510,1,0.0416666666666667,0.04078937543219,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:34.4513400,1,0.04,0.0391918358845308,0,0,0,0,0,0,0,0,0,0
2017-06-30 07:54:35.4518770,1,0.04,0.0391918358845308,0,0,0,0,0,0,0,0,0,0
