date,locals_warned_when_risk_imminent,dusty_environment,sd_dusty_environment,echo,sd_echo,depth_broken,sd_depth_broken,ultrasound_broken,sd_ultrasound_broken,noisy_image,sd_noisy_image,voice_down,sd_voice_down
2017-06-30 08:12:22.7128080,0.816345177664975,0.1375,0.0172187216424449,0.0248756218905473,0.0109854778237204,0.126903553299492,0.01676949138369,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:23.7142240,0.816345177664975,0.1375,0.0172187216424449,0.0248756218905473,0.0109854778237204,0.126903553299492,0.01676949138369,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:24.7138920,0.816345177664975,0.14,0.0173493515728975,0.0248756218905473,0.0109854778237204,0.126903553299492,0.01676949138369,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:25.7164120,0.816345177664975,0.1375,0.0172187216424449,0.0248756218905473,0.0109854778237204,0.126903553299492,0.01676949138369,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:26.7180240,0.816345177664975,0.1375,0.0172187216424449,0.0248756218905473,0.0109854778237204,0.126903553299492,0.01676949138369,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:27.7198660,0.816345177664975,0.1375,0.0172187216424449,0.0248756218905473,0.0109854778237204,0.126903553299492,0.01676949138369,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:28.7213130,0.816345177664975,0.1375,0.0172187216424449,0.0248756218905473,0.0109854778237204,0.126903553299492,0.01676949138369,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:29.7203520,0.816345177664975,0.1375,0.0172187216424449,0.0246305418719212,0.010878613329623,0.126903553299492,0.01676949138369,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:30.7235080,0.816345177664975,0.1375,0.0172187216424449,0.0246305418719212,0.010878613329623,0.126903553299492,0.01676949138369,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:31.7251380,0.816345177664975,0.1375,0.0172187216424449,0.0246305418719212,0.010878613329623,0.126903553299492,0.01676949138369,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:32.7264810,0.816345177664975,0.1375,0.0172187216424449,0.0246305418719212,0.010878613329623,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:33.7284800,0.816645569620253,0.1375,0.0172187216424449,0.0246305418719212,0.010878613329623,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:34.7300230,0.816645569620253,0.1375,0.0172187216424449,0.0246305418719212,0.010878613329623,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:35.7327840,0.816645569620253,0.1375,0.0172187216424449,0.0245098039215686,0.0108259567872447,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:36.7332190,0.816645569620253,0.1375,0.0172187216424449,0.0245098039215686,0.0108259567872447,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:37.7360230,0.816645569620253,0.1375,0.0172187216424449,0.0245098039215686,0.0108259567872447,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:38.7376820,0.816645569620253,0.1375,0.0172187216424449,0.0245098039215686,0.0108259567872447,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:39.7394930,0.816645569620253,0.1375,0.0172187216424449,0.0245098039215686,0.0108259567872447,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:40.7411800,0.816645569620253,0.1375,0.0172187216424449,0.0245098039215686,0.0108259567872447,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:41.7426280,0.816645569620253,0.1375,0.0172187216424449,0.0245098039215686,0.0108259567872447,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:42.7443240,0.816645569620253,0.1375,0.0172187216424449,0.0245098039215686,0.0108259567872447,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:43.7442520,0.816645569620253,0.1375,0.0172187216424449,0.0245098039215686,0.0108259567872447,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:44.7469840,0.816645569620253,0.1375,0.0172187216424449,0.0245098039215686,0.0108259567872447,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:45.7485630,0.816645569620253,0.1375,0.0172187216424449,0.0245098039215686,0.0108259567872447,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:46.7502290,0.816645569620253,0.1375,0.0172187216424449,0.0245098039215686,0.0108259567872447,0.126582278481013,0.0167301142305124,0.065,0.0123262930356211,0,0,0,0
2017-06-30 08:12:47.7514630,0.816645569620253,0.1375,0.0172187216424449,0.0245098039215686,0.0108259567872447,0.125628140703518,0.0166130746299576,0.065,0.0123262930356211,0,0,0,0
