Probability;Severity;Risks
0.0000001;0.4696446;o_compromised_system,o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000012;0.4658361;o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0.0000001;0.5693553;o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0.0000001;0.5490212;o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000001;0.5490212;o_compromised_system,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000001;0.5556359;o_compromised_system,o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000043;0.3307437;o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0.0000002;0.4042422;o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0.0000003;0.389805;o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000003;0.389805;o_compromised_system,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000003;0.3945015;o_compromised_system,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000001;0.4611778;o_compromised_system,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.000003;0.4148121;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;6
0.0000036;0.3999974;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;6
0.0000002;0.4888857;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;6
0.0000036;0.3999974;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;6
0.0000002;0.4888857;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;6
0.0000002;0.4714255;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000034;0.4048167;o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0.0000002;0.4947759;o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0.0000002;0.4771054;o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000002;0.4771054;o_power_outage,o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.000002;0.4732364;o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0.0000001;0.5784;o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0.0000001;0.5577429;o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000001;0.5577429;o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000001;0.5644627;o_power_outage,o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000072;0.3368062;o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0.0000004;0.411652;o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0.0000004;0.3969501;o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000004;0.3969501;o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000004;0.4017327;o_power_outage,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000002;0.4696311;o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000192;0.3368062;o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;6
0.000001;0.411652;o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;6
0.0000012;0.3969501;o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000012;0.3969501;o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000011;0.4017327;o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000007;0.4696311;o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0.0000024;0.3334381;o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;6
0;0.4791159;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit;7
0;0.4791159;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive;7
0;0.4620046;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service;7
0;0.5646723;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_operator_in_blackspot;7
0;0.4848884;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive;7
0;0.467571;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service;7
0;0.5714756;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_operator_in_blackspot;7
0;0.467571;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service;7
0;0.5714756;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_unresponsive,o_operator_in_blackspot;7
0;0.5510658;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.5668414;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive;7
0;0.546597;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;7
0;0.668063;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;7
0;0.546597;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;7
0;0.668063;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;7
0;0.6442036;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.5531825;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.676112;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.6519651;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.6519651;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4034256;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;7
0;0.3890175;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;7
0;0.4754659;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;7
0;0.3890175;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;7
0;0.4754659;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;7
0;0.458485;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.3937045;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.4811944;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.4640089;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4640089;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4602461;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.562523;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.5424329;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.5424329;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.5489682;o_faulty_code,o_compromised_system,o_power_outage,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4034256;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;7
0;0.3890175;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;7
0;0.4754659;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;7
0;0.3890175;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;7
0;0.4754659;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;7
0;0.458485;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.3937045;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.4811944;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.4640089;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4640089;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4602461;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.562523;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.5424329;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.5424329;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.5489682;o_faulty_code,o_compromised_system,o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0.0000001;0.3267747;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.3993913;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.3851274;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.3851274;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.3897674;o_faulty_code,o_compromised_system,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4556436;o_faulty_code,o_compromised_system,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4098344;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;7
0;0.3951974;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;7
0;0.4830191;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;7
0;0.3951974;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;7
0;0.4830191;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;7
0;0.4657684;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.3999589;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.4888386;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.4713801;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4713801;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4675575;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.5714592;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.55105;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.55105;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.5576891;o_faulty_code,o_power_outage,o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0.0000001;0.3327645;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.4067122;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.3921867;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.3921867;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.3969119;o_faulty_code,o_power_outage,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4639956;o_faulty_code,o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0.0000002;0.3327645;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.4067122;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.3921867;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.3921867;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.3969119;o_faulty_code,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4639956;o_faulty_code,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.3294368;o_faulty_code,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0.0000001;0.4073455;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;7
0.0000001;0.3927975;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;7
0;0.4800858;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;7
0.0000001;0.3927975;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;7
0;0.4800858;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;7
0;0.4629399;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;7
0.0000001;0.39753;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.48587;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.4685175;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4685175;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4647181;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.5679888;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.5477035;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.5477035;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.5543023;o_compromised_system,o_power_outage,o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0.0000001;0.3307437;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.4042422;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.389805;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.389805;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.3945015;o_compromised_system,o_power_outage,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4611778;o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0.0000003;0.3307437;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.4042422;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.389805;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.389805;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.3945015;o_compromised_system,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4611778;o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.3274362;o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0.0000006;0.3359978;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;7
0;0.410664;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;7
0;0.3959974;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.3959974;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4007685;o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.468504;o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0.0000001;0.3334381;o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0.0000002;0.3334381;o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;7
0;0.4024574;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;8
0;0.3880839;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;8
0;0.4743248;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;8
0;0.3880839;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;8
0;0.4743248;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;8
0;0.4573846;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3927596;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;8
0;0.4800395;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;8
0;0.4628952;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.4628952;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.4591415;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;8
0;0.561173;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;8
0;0.5411311;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.5411311;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.5476507;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3267747;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;8
0;0.3993913;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;8
0;0.3851274;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3851274;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3897674;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.4556436;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3267747;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;8
0;0.3993913;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;8
0;0.3851274;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3851274;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3897674;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.4556436;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.323507;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3319659;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;8
0;0.405736;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;8
0;0.3912455;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3912455;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
0;0.3959593;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;8
