Probability;Severity;Risks
0.0002645;0.483084;o_power_outage,o_blackspot,o_no_credit,o_gsm_out_of_service;4
0.0000139;0.590436;o_power_outage,o_blackspot,o_no_credit,o_operator_in_blackspot;4
0.0002645;0.483084;o_power_outage,o_blackspot,o_unresponsive,o_gsm_out_of_service;4
0.0000139;0.590436;o_power_outage,o_blackspot,o_unresponsive,o_operator_in_blackspot;4
0.0000165;0.569349;o_power_outage,o_blackspot,o_gsm_out_of_service,o_operator_in_blackspot;4
0.0001306;0.585648;o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive;4
0.000155;0.564732;o_power_outage,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;4
0.0000082;0.690228;o_power_outage,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;4
0.000155;0.564732;o_power_outage,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;4
0.0000082;0.690228;o_power_outage,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;4
0.0000097;0.665577;o_power_outage,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;4
0.0001459;0.571536;o_power_outage,o_no_credit,o_unresponsive,o_gsm_out_of_service;4
0.0000077;0.698544;o_power_outage,o_no_credit,o_unresponsive,o_operator_in_blackspot;4
0.0000091;0.673596;o_power_outage,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;4
0.0000091;0.673596;o_power_outage,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;4
0.000631;0.495012;o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit;4
0.000631;0.495012;o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive;4
0.0007494;0.477333;o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service;4
0.0000394;0.583407;o_critical_battery,o_blackspot,o_phonenr_not_working,o_operator_in_blackspot;4
0.0005939;0.500976;o_critical_battery,o_blackspot,o_no_credit,o_unresponsive;4
0.0007053;0.483084;o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service;4
0.0000371;0.590436;o_critical_battery,o_blackspot,o_no_credit,o_operator_in_blackspot;4
0.0007053;0.483084;o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service;4
0.0000371;0.590436;o_critical_battery,o_blackspot,o_unresponsive,o_operator_in_blackspot;4
0.0000441;0.569349;o_critical_battery,o_blackspot,o_gsm_out_of_service,o_operator_in_blackspot;4
0.0003482;0.585648;o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive;4
0.0004134;0.564732;o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;4
0.0000218;0.690228;o_critical_battery,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;4
0.0004134;0.564732;o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;4
0.0000218;0.690228;o_critical_battery,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;4
0.0000258;0.665577;o_critical_battery,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;4
0.0003891;0.571536;o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service;4
0.0000205;0.698544;o_critical_battery,o_no_credit,o_unresponsive,o_operator_in_blackspot;4
0.0000243;0.673596;o_critical_battery,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;4
0.0000243;0.673596;o_critical_battery,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;4
0.0012621;0.4158101;o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;4
0.0014987;0.4009597;o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;4
0.0000789;0.4900619;o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;4
0.0014987;0.4009597;o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;4
0.0000789;0.4900619;o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;4
0.0000937;0.4725597;o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;4
0.0014106;0.4057906;o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;4
0.0000742;0.4959662;o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;4
0.0000882;0.4782532;o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;4
0.0000882;0.4782532;o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;4
0.0008269;0.4743749;o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;4
0.0000435;0.5797915;o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;4
0.0000517;0.5590847;o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;4
0.0000517;0.5590847;o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;4
0.0000486;0.5658206;o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;4
0.0000002;0.6872001;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_blackspot;5
0.0000001;0.8033466;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working;5
0.0000001;0.8130255;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_no_credit;5
0.0000001;0.8130255;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_unresponsive;5
0.0000001;0.7839889;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_gsm_out_of_service;5
0;0.9582086;o_faulty_code,o_compromised_system,o_power_outage,o_critical_battery,o_operator_in_blackspot;5
0.0000003;0.5717483;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working;5
0.0000003;0.5786368;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_no_credit;5
0.0000003;0.5786368;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_unresponsive;5
0.0000004;0.5579712;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_gsm_out_of_service;5
0;0.6819648;o_faulty_code,o_compromised_system,o_power_outage,o_blackspot,o_operator_in_blackspot;5
0.0000002;0.6764346;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit;5
0.0000002;0.6764346;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_unresponsive;5
0.0000002;0.6522762;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_gsm_out_of_service;5
0;0.7972265;o_faulty_code,o_compromised_system,o_power_outage,o_phonenr_not_working,o_operator_in_blackspot;5
0.0000002;0.6845844;o_faulty_code,o_compromised_system,o_power_outage,o_no_credit,o_unresponsive;5
0.0000002;0.660135;o_faulty_code,o_compromised_system,o_power_outage,o_no_credit,o_gsm_out_of_service;5
0;0.8068316;o_faulty_code,o_compromised_system,o_power_outage,o_no_credit,o_operator_in_blackspot;5
0.0000002;0.660135;o_faulty_code,o_compromised_system,o_power_outage,o_unresponsive,o_gsm_out_of_service;5
0;0.8068316;o_faulty_code,o_compromised_system,o_power_outage,o_unresponsive,o_operator_in_blackspot;5
0;0.7780162;o_faulty_code,o_compromised_system,o_power_outage,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000009;0.5717483;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working;5
0.0000008;0.5786368;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_no_credit;5
0.0000008;0.5786368;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_unresponsive;5
0.000001;0.5579712;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_gsm_out_of_service;5
0.0000001;0.6819648;o_faulty_code,o_compromised_system,o_critical_battery,o_blackspot,o_operator_in_blackspot;5
0.0000005;0.6764346;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit;5
0.0000005;0.6764346;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_unresponsive;5
0.0000006;0.6522762;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_gsm_out_of_service;5
0;0.7972265;o_faulty_code,o_compromised_system,o_critical_battery,o_phonenr_not_working,o_operator_in_blackspot;5
0.0000004;0.6845844;o_faulty_code,o_compromised_system,o_critical_battery,o_no_credit,o_unresponsive;5
0.0000005;0.660135;o_faulty_code,o_compromised_system,o_critical_battery,o_no_credit,o_gsm_out_of_service;5
0;0.8068316;o_faulty_code,o_compromised_system,o_critical_battery,o_no_credit,o_operator_in_blackspot;5
0.0000005;0.660135;o_faulty_code,o_compromised_system,o_critical_battery,o_unresponsive,o_gsm_out_of_service;5
0;0.8068316;o_faulty_code,o_compromised_system,o_critical_battery,o_unresponsive,o_operator_in_blackspot;5
0;0.7780162;o_faulty_code,o_compromised_system,o_critical_battery,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000017;0.4802686;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit;5
0.0000017;0.4802686;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_unresponsive;5
0.000002;0.4631161;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service;5
0.0000001;0.5660308;o_faulty_code,o_compromised_system,o_blackspot,o_phonenr_not_working,o_operator_in_blackspot;5
0.0000016;0.4860549;o_faulty_code,o_compromised_system,o_blackspot,o_no_credit,o_unresponsive;5
0.0000019;0.4686958;o_faulty_code,o_compromised_system,o_blackspot,o_no_credit,o_gsm_out_of_service;5
0.0000001;0.5728505;o_faulty_code,o_compromised_system,o_blackspot,o_no_credit,o_operator_in_blackspot;5
0.0000019;0.4686958;o_faulty_code,o_compromised_system,o_blackspot,o_unresponsive,o_gsm_out_of_service;5
0.0000001;0.5728505;o_faulty_code,o_compromised_system,o_blackspot,o_unresponsive,o_operator_in_blackspot;5
0.0000001;0.5523915;o_faulty_code,o_compromised_system,o_blackspot,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000009;0.5682051;o_faulty_code,o_compromised_system,o_phonenr_not_working,o_no_credit,o_unresponsive;5
0.0000011;0.547912;o_faulty_code,o_compromised_system,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;5
0.0000001;0.6696702;o_faulty_code,o_compromised_system,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;5
0.0000011;0.547912;o_faulty_code,o_compromised_system,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;5
0.0000001;0.6696702;o_faulty_code,o_compromised_system,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;5
0.0000001;0.6457535;o_faulty_code,o_compromised_system,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000011;0.5545134;o_faulty_code,o_compromised_system,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000001;0.6777386;o_faulty_code,o_compromised_system,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.0000001;0.6535336;o_faulty_code,o_compromised_system,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000001;0.6535336;o_faulty_code,o_compromised_system,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000014;0.5808311;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working;5
0.0000013;0.587829;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_no_credit;5
0.0000013;0.587829;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_unresponsive;5
0.0000016;0.5668351;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_gsm_out_of_service;5
0.0000001;0.6927985;o_faulty_code,o_power_outage,o_critical_battery,o_blackspot,o_operator_in_blackspot;5
0.0000008;0.6871804;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit;5
0.0000008;0.6871804;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive;5
0.0000009;0.6626382;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_gsm_out_of_service;5
0;0.8098912;o_faulty_code,o_power_outage,o_critical_battery,o_phonenr_not_working,o_operator_in_blackspot;5
0.0000007;0.6954597;o_faulty_code,o_power_outage,o_critical_battery,o_no_credit,o_unresponsive;5
0.0000009;0.6706218;o_faulty_code,o_power_outage,o_critical_battery,o_no_credit,o_gsm_out_of_service;5
0;0.8196489;o_faulty_code,o_power_outage,o_critical_battery,o_no_credit,o_operator_in_blackspot;5
0.0000009;0.6706218;o_faulty_code,o_power_outage,o_critical_battery,o_unresponsive,o_gsm_out_of_service;5
0;0.8196489;o_faulty_code,o_power_outage,o_critical_battery,o_unresponsive,o_operator_in_blackspot;5
0.0000001;0.7903757;o_faulty_code,o_power_outage,o_critical_battery,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000028;0.4890719;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit;5
0.0000028;0.4890719;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive;5
0.0000034;0.471605;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service;5
0.0000002;0.5764061;o_faulty_code,o_power_outage,o_blackspot,o_phonenr_not_working,o_operator_in_blackspot;5
0.0000027;0.4949643;o_faulty_code,o_power_outage,o_blackspot,o_no_credit,o_unresponsive;5
0.0000032;0.477287;o_faulty_code,o_power_outage,o_blackspot,o_no_credit,o_gsm_out_of_service;5
0.0000002;0.5833508;o_faulty_code,o_power_outage,o_blackspot,o_no_credit,o_operator_in_blackspot;5
0.0000032;0.477287;o_faulty_code,o_power_outage,o_blackspot,o_unresponsive,o_gsm_out_of_service;5
0.0000002;0.5833508;o_faulty_code,o_power_outage,o_blackspot,o_unresponsive,o_operator_in_blackspot;5
0.0000002;0.5625168;o_faulty_code,o_power_outage,o_blackspot,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000016;0.5786202;o_faulty_code,o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive;5
0.0000019;0.5579552;o_faulty_code,o_power_outage,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;5
0.0000001;0.6819453;o_faulty_code,o_power_outage,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;5
0.0000019;0.5579552;o_faulty_code,o_power_outage,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;5
0.0000001;0.6819453;o_faulty_code,o_power_outage,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;5
0.0000001;0.6575901;o_faulty_code,o_power_outage,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000018;0.5646776;o_faulty_code,o_power_outage,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000001;0.6901615;o_faulty_code,o_power_outage,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.0000001;0.6655128;o_faulty_code,o_power_outage,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000001;0.6655128;o_faulty_code,o_power_outage,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000076;0.4890719;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit;5
0.0000076;0.4890719;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive;5
0.000009;0.471605;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service;5
0.0000005;0.5764061;o_faulty_code,o_critical_battery,o_blackspot,o_phonenr_not_working,o_operator_in_blackspot;5
0.0000071;0.4949643;o_faulty_code,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive;5
0.0000085;0.477287;o_faulty_code,o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service;5
0.0000004;0.5833508;o_faulty_code,o_critical_battery,o_blackspot,o_no_credit,o_operator_in_blackspot;5
0.0000085;0.477287;o_faulty_code,o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service;5
0.0000004;0.5833508;o_faulty_code,o_critical_battery,o_blackspot,o_unresponsive,o_operator_in_blackspot;5
0.0000005;0.5625168;o_faulty_code,o_critical_battery,o_blackspot,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000042;0.5786202;o_faulty_code,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive;5
0.000005;0.5579552;o_faulty_code,o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;5
0.0000003;0.6819453;o_faulty_code,o_critical_battery,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;5
0.000005;0.5579552;o_faulty_code,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;5
0.0000003;0.6819453;o_faulty_code,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;5
0.0000003;0.6575901;o_faulty_code,o_critical_battery,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000047;0.5646776;o_faulty_code,o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000002;0.6901615;o_faulty_code,o_critical_battery,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.0000003;0.6655128;o_faulty_code,o_critical_battery,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000003;0.6655128;o_faulty_code,o_critical_battery,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000151;0.4108204;o_faulty_code,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;5
0.000018;0.3961482;o_faulty_code,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;5
0.0000009;0.4841811;o_faulty_code,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;5
0.000018;0.3961482;o_faulty_code,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;5
0.0000009;0.4841811;o_faulty_code,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;5
0.0000011;0.466889;o_faulty_code,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000169;0.4009211;o_faulty_code,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000009;0.4900146;o_faulty_code,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.0000011;0.4725141;o_faulty_code,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000011;0.4725141;o_faulty_code,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000099;0.4686824;o_faulty_code,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000005;0.572834;o_faulty_code,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.0000006;0.5523757;o_faulty_code,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000006;0.5523757;o_faulty_code,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000006;0.5590308;o_faulty_code,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000021;0.5773037;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working;5
0.000002;0.5842592;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_no_credit;5
0.000002;0.5842592;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_unresponsive;5
0.0000024;0.5633928;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_gsm_out_of_service;5
0.0000001;0.6885912;o_compromised_system,o_power_outage,o_critical_battery,o_blackspot,o_operator_in_blackspot;5
0.0000012;0.6830072;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_no_credit;5
0.0000012;0.6830072;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_unresponsive;5
0.0000014;0.6586141;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_gsm_out_of_service;5
0.0000001;0.8049728;o_compromised_system,o_power_outage,o_critical_battery,o_phonenr_not_working,o_operator_in_blackspot;5
0.0000011;0.6912362;o_compromised_system,o_power_outage,o_critical_battery,o_no_credit,o_unresponsive;5
0.0000013;0.6665492;o_compromised_system,o_power_outage,o_critical_battery,o_no_credit,o_gsm_out_of_service;5
0.0000001;0.8146713;o_compromised_system,o_power_outage,o_critical_battery,o_no_credit,o_operator_in_blackspot;5
0.0000013;0.6665492;o_compromised_system,o_power_outage,o_critical_battery,o_unresponsive,o_gsm_out_of_service;5
0.0000001;0.8146713;o_compromised_system,o_power_outage,o_critical_battery,o_unresponsive,o_operator_in_blackspot;5
0.0000001;0.7855759;o_compromised_system,o_power_outage,o_critical_battery,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000043;0.4861018;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_no_credit;5
0.0000043;0.4861018;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_unresponsive;5
0.0000051;0.468741;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service;5
0.0000003;0.5729057;o_compromised_system,o_power_outage,o_blackspot,o_phonenr_not_working,o_operator_in_blackspot;5
0.000004;0.4919584;o_compromised_system,o_power_outage,o_blackspot,o_no_credit,o_unresponsive;5
0.0000048;0.4743885;o_compromised_system,o_power_outage,o_blackspot,o_no_credit,o_gsm_out_of_service;5
0.0000003;0.5798082;o_compromised_system,o_power_outage,o_blackspot,o_no_credit,o_operator_in_blackspot;5
0.0000048;0.4743885;o_compromised_system,o_power_outage,o_blackspot,o_unresponsive,o_gsm_out_of_service;5
0.0000003;0.5798082;o_compromised_system,o_power_outage,o_blackspot,o_unresponsive,o_operator_in_blackspot;5
0.0000003;0.5591007;o_compromised_system,o_power_outage,o_blackspot,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000024;0.5751063;o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit,o_unresponsive;5
0.0000028;0.5545668;o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;5
0.0000001;0.6778039;o_compromised_system,o_power_outage,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;5
0.0000028;0.5545668;o_compromised_system,o_power_outage,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;5
0.0000001;0.6778039;o_compromised_system,o_power_outage,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;5
0.0000002;0.6535966;o_compromised_system,o_power_outage,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000026;0.5612484;o_compromised_system,o_power_outage,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000001;0.6859702;o_compromised_system,o_power_outage,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.0000002;0.6614713;o_compromised_system,o_power_outage,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000002;0.6614713;o_compromised_system,o_power_outage,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000114;0.4861018;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit;5
0.0000114;0.4861018;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive;5
0.0000135;0.468741;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service;5
0.0000007;0.5729057;o_compromised_system,o_critical_battery,o_blackspot,o_phonenr_not_working,o_operator_in_blackspot;5
0.0000107;0.4919584;o_compromised_system,o_critical_battery,o_blackspot,o_no_credit,o_unresponsive;5
0.0000127;0.4743885;o_compromised_system,o_critical_battery,o_blackspot,o_no_credit,o_gsm_out_of_service;5
0.0000007;0.5798082;o_compromised_system,o_critical_battery,o_blackspot,o_no_credit,o_operator_in_blackspot;5
0.0000127;0.4743885;o_compromised_system,o_critical_battery,o_blackspot,o_unresponsive,o_gsm_out_of_service;5
0.0000007;0.5798082;o_compromised_system,o_critical_battery,o_blackspot,o_unresponsive,o_operator_in_blackspot;5
0.0000008;0.5591007;o_compromised_system,o_critical_battery,o_blackspot,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000063;0.5751063;o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit,o_unresponsive;5
0.0000074;0.5545668;o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;5
0.0000004;0.6778039;o_compromised_system,o_critical_battery,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;5
0.0000074;0.5545668;o_compromised_system,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;5
0.0000004;0.6778039;o_compromised_system,o_critical_battery,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;5
0.0000005;0.6535966;o_compromised_system,o_critical_battery,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;5
0.000007;0.5612484;o_compromised_system,o_critical_battery,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000004;0.6859702;o_compromised_system,o_critical_battery,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.0000004;0.6614713;o_compromised_system,o_critical_battery,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000004;0.6614713;o_compromised_system,o_critical_battery,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000227;0.4083255;o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit,o_unresponsive;5
0.000027;0.3937424;o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service;5
0.0000014;0.4812408;o_compromised_system,o_blackspot,o_phonenr_not_working,o_no_credit,o_operator_in_blackspot;5
0.000027;0.3937424;o_compromised_system,o_blackspot,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service;5
0.0000014;0.4812408;o_compromised_system,o_blackspot,o_phonenr_not_working,o_unresponsive,o_operator_in_blackspot;5
0.0000017;0.4640536;o_compromised_system,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000254;0.3984863;o_compromised_system,o_blackspot,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000013;0.4870388;o_compromised_system,o_blackspot,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.0000016;0.4696446;o_compromised_system,o_blackspot,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000016;0.4696446;o_compromised_system,o_blackspot,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000149;0.4658361;o_compromised_system,o_phonenr_not_working,o_no_credit,o_unresponsive,o_gsm_out_of_service;5
0.0000008;0.5693553;o_compromised_system,o_phonenr_not_working,o_no_credit,o_unresponsive,o_operator_in_blackspot;5
0.0000009;0.5490212;o_compromised_system,o_phonenr_not_working,o_no_credit,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000009;0.5490212;o_compromised_system,o_phonenr_not_working,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000009;0.5556359;o_compromised_system,o_no_credit,o_unresponsive,o_gsm_out_of_service,o_operator_in_blackspot;5
0.0000189;0.493824;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_no_credit;5
0.0000189;0.493824;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_unresponsive;5
0.0000225;0.4761874;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_gsm_out_of_service;5
0.0000012;0.5820068;o_power_outage,o_critical_battery,o_blackspot,o_phonenr_not_working,o_operator_in_blackspot;5
